Druid,SourceID,Accession_number,Title,Location,Map_number,Extent,Dimensions,Form,Abstract,Place,Place_authorityURI,Place_URI,DateCreated,DateCreated_end,Date_qualifier,Genre,Genre_authority,Genre_URI,purls,Auth. done,Name1,INITIALS/STATUS,Name 1 notes,Name1_type,Name1_authority,Name1_URI,Role1,Role1_authority,Role1_URI,Name2,INITIALS/STATUS,Name2 notes,Name2_type,Name2_authority,Name2_URI,Role2,Role2_authority,Role2_URI,Name3,Name3 notes,Name3_type,Name3_authority,Name3_URI,Role3,Role3_authority,Role3_URI,Subject_Name3,INITIALS/STATUS,Name3 notes,Subject_Name3_type,Subject_Name3_authority,Subject_Name3_URI,Subject_Name4,INITIALS/STATUS,Subject_Name4_type,Subject_Name4_authority,Subject_Name4_URI,Subject_Name5,INITIALS/STATUS,Subject_Name5_type,Subject_Name5_authority,Subject_Name5_URI,Subject_Name6,INITIALS/STATUS,Subject_Name6_type,Subject_Name6_authority,Subject_Name6_URI,Subject_Name7,INITIALS/STATUS,Name7 notes,Subject_Name7_type,Subject_Name7_authority,Subject_Name7_URI,Subject_Name8,INITIALS/STATUS,Name8 notes,Subject_Name8_type,Subject_Name8_authority,Subject_Name8_URI,Topic1,Topic2,Topic3,Topic4,Series,Location_topic,Location_topic_tag,Location_topic_authority,Location_topic_URI,Location_topic2,Location_topic2_tag,Location_topic2_authority,Location_topic2_URI,Location_topic3,Location_topic3_tag,Location_topic3_authority,Location_topic3_URI,Location_topic4,Location_topic4_tag,Location_topic4_authority,Location_topic4_URI,Geographic1,,Geographic1_authority,Geographic1_URI,Geographic1_coordinates,west_bc,south_bc,east_bc,north_bc,Geographic2,Geographic2_authority,Geographic2_URI,Geographic3,,Geographic3_authority,Geographic3_URI,Geographic4,,Geographic4_authority,Geographic4_URI,Geographic5,,Geographic5_authority,Geographic5_URI,Geographic6,Geographic6_authority,Geographic6_URI,Geographic7,Geographic7_authority,Geographic7_URI,Geographic8,Geographic8_authority,Geographic8_URI,Geographic9,Geographic9_authority,Geographic9_URI,Geographic10,Geographic10_authority,Geographic10_URI,Geographic11,Geographic11_authority,Geographic11_URI,Geographic12,Geographic12_authority,Geographic12_URI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ch370sr9337,sc1049_m500,,"Map of College Terrace, Mayfield, Santa Clara, County, California.  A.H. Merkens.",Rolled oversize,M500,,14 x 26 in.,blueprint,,,,,1900,,questionable,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/ch370sr9337,yes,"Merkens, A. H.","krt, 2/24/2015",,personal,naf,http://id.loc.gov/authorities/names/no2015054771,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,"College Terrace (Palo Alto, Calif.)", ,local,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,,,,Mayfield (Calif.), ,lcsh,http://id.loc.gov/authorities/names/no2015055932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rm668xt8328,sc1049_m501,,"A cartograph of Woodside, California.  Limned by Marian Morris Goodman.",Box C2,M501,,17 x 22 in.,printed,History of Woodside on reverse.,,,,1954,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/rm668xt8328,yes,"Goodman, Marian","krt, 4/24/2015",,personal,naf,http://id.loc.gov/authorities/names/no2015054698,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,Woodside (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81116235,"(W 122°18'15""--W 122°13'27""/N 37°27'38""--N 37°22'18"")",-122.30428,37.37174,-122.224277,37.460806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cv920ws6802,sc1049_m503,,"Chart locating and identifying trees planted around the Main Library, the Art Gallery, and the Hoover Library.",Map case,M503,,,,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/cv920ws6802,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Landscaping--Maps,Stanford University Campus--Maps,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,,,,,"(W 122°10'46""--W 122°09'38""/N 37°26'18""--N 37°25'37"")",-122.179708,37.42713,-122.160615,37.438448,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hb543xn3284,sc1049_m504,,"Presbyterian church, Menlo Park, California.  Plan shewing [sic] pews.",Box D2,M504,,,reproduction,"Locates pews rented to Leland Stanford, Timothy Hopkins and others.",,,,1890,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/hb543xn3284,yes,"Hodges, Chas. E., 1866-1943","krt, 4/24/2015",http://www.pastheritage.org/Hodges.html,personal,naf,http://id.loc.gov/authorities/names/no2015054792,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,"Stanford, Leland, 1824-1893",,,personal,naf,http://id.loc.gov/authorities/names/n80107311,,,,,,,,,,,,,,,,"Hopkins, Timothy, 1859-1936","krt, 4/24/2015","Multiple names exist, couldn't determine correct one",personal,naf,http://id.loc.gov/authorities/names/no2015054785,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,Menlo Park (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81024722,"(W 122°13'43""--W 122°07'15""/N 37°30'26""--N 37°25'06"")",-122.228677,37.418539,-122.121062,37.507323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zy204kw8959,sc1049_m505a,,"Map of the Ormondale Ranch situated in San Mateo County, California.  Punnett, Parez & Hutchison, civil engineers.",Box C2,M505a,,18 x 23 in.,photocopy,,,,,1937-10,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/zy204kw8959,yes,"Punnett, Parez & Hutchison",hkt/ 5/7/2015,moved from subject name to creator and made corporate name,corporate,naf,http://id.loc.gov/authorities/names/no2015061399,Surveyor,marcrelator,http://id.loc.gov/vocabulary/relators/srv,,,,,,,,,,,,,,,,,,,,http://classify.oclc.org/classify2/ClassifyDemo?search-author-txt=%22Punnett%2C+Parez+%26amp%3B+Hutchison%22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,Ormondale Ranch (Calif.),,local,,"(W 122°12'25""--W 122°11'34""/N 37°24'19""--N 37°23'35"")",-122.2070539,37.3931327,-122.1927845,37.4055382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
td032ns1865,sc1049_m505b,,"Map of the Ormondale Ranch situated in theSan Mateo County, California.  Punnett, Parez & Hutchison, civil engineers.  Continuation of M505a.",Box C2,M505b,,18 x 23 in.,photocopy,Continuation of M505a.; Includes classified chart of tract acreage.  Inset map show location of ranch in relation to Stanford and local roads.,,,,1937,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/td032ns1865,yes,"Punnett, Parez & Hutchison",hkt / 5/7/2015,moved from subject name to creator and made corporate name,corporate,naf,http://id.loc.gov/authorities/names/no2015061399,Surveyor,marcrelator,http://id.loc.gov/vocabulary/relators/srv,,,,,,,,,,,,,,,,,,,,http://classify.oclc.org/classify2/ClassifyDemo?search-author-txt=%22Punnett%2C+Parez+%26amp%3B+Hutchison%22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,Ormondale Ranch (Calif.),,local,,"(W 122°12'25""--W 122°11'34""/N 37°24'19""--N 37°23'35"")",-122.2070539,37.3931327,-122.1927845,37.4055382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bx903zz3502,sc1049_m506,,"The “Coon” and “Felt” tracts, San Mateo and Santa Clara Counties, California.  McAfee Brothers.",Box B1,M506,,13 x 19 in.,photostatic copy,"Accompanying test describes possibilities of land.; “Photostatic copy reproduced from Map of the Coon and Felt tracts, Estate of Leland Stanford, Deceased p.4-5.  Pion.Let. Lel. Stanford.  California State Library.” - see M113 for original",,,,1890,1899,questionable,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/bx903zz3502,yes,McAfee Brothers,"krt, 2/24/2015",http://www.raremaps.com/gallery/detail/24070/Map_of_the_State_of_California_Published_By_McAfee_Brothers_Real_Estate/McAfee%20Brothers.html,corporate,naf,http://id.loc.gov/authorities/names/no2015054846,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,"Stanford, Leland, 1824-1893",,,personal,naf,http://id.loc.gov/authorities/names/n80107311,,,,,,,,,,,,,,,,McAfee Brothers,"krt, 2/24/2015",http://www.raremaps.com/gallery/detail/24070,corporate,naf,http://id.loc.gov/authorities/names/no2015054846,,,,,,, ,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,,,,,"(W 122°21'20""--W 122°10'13""/N 37°35'32""--N 37°27'47"")",-122.355782,37.463263,-122.170421,37.59234,"Coon Tract (Santa Clara County and San Mateo County, Calif.)",local,,"Felt Tract (Santa Clara County and San Mateo County, Calif.)",,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rd519zt1579,sc1049_m507,,"Trail map, Menlo Circus Club.  Especially prepared by Rand McNally.",Box C2,M507,,17 x 23 in.,,Main trails only.; Notes on history of club on verso.,,,,1953,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/rd519zt1579,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Menlo Circus Club,hkt / 5/12/2015,http://www.menlocircusclub.com/Default.aspx?p=DynamicModule&pageid=340505&ssid=240615&vnf=1,corporate,naf,http://id.loc.gov/authorities/names/no2015063347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,, , ,,,"(W 122°12'08""--W 122°11'58""/N 37°27'04""--N 37°26'54"")",-122.2023968,37.44857592,-122.1996988,37.45127388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vk473rm3964,sc1049_m509,,Radio propagation lab field site map.  Tatum [?].,Box D2,M509,,26 1/2 x 20 in.,blueprint,Radio Telescope,,,,1958,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/vk473rm3964,yes, ,hkt. Rjr 7/20/2015,"No match found Not sure if should be established. Can't find additional info to tell if personal or corporate name. Removed ""Tatum"" because it's unclear as creator.",,,, , , ,,,,,,,,,,,,,,,,,,,rjr. 7/20/2015.  Creator of map? Should not be subject.,"No match found. Name ""Tatum"" removed as subject, since name is not subject of map.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,,,,,"(W 122°11'28""--W 122°08'58""/N 37°26'36""--N 37°24'22"")",-122.191292,37.406339,-122.149475,37.443537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd012wb2058,sc1049_m510,,"View of Palo Alto showing Stanford University and College Terrace.  W.H. Bull, San Mateo.",Box A1,M510,,11 x 15 in.,"black & white, printed map",,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1905,,approximate,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/dd012wb2058,yes,"Bull, W.H. (William Howell),  1861-1940",ig 04/24/2015,,personal,naf,http://id.loc.gov/authorities/names/no2015054711,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Campus--Maps,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,,,,,"(W 122°10'27""--W 122°09'53""/N 37°25'48""--N 37°25'29"")",-122.191292,37.406339,-122.149475,37.443537,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,Palo Alto (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81019888,"College Terrace (Palo Alto, Calif.)", ,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tt621bn0213,sc1049_m511_os_0001,,Contour Map of Woodside Country Club.  F.S. Isaacs.,Rolled oversize,M511 os,,34 x 48 in.,1 hand drawn,Oversize; Hand drawn.,,,,1927,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/tt621bn0213,yes,"Isaacs, F. S.",jkd/9/3/2015,,personal,naf,http://id.loc.gov/authorities/names/no2015117917,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,"Woodside Country Club (Woodside, Calif.)",jkd/9/3/2015,,corporate,naf,http://id.loc.gov/authorities/names/no2015118343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,Woodside (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81116235,"(W 122°14'29""--W 122°14'19""/N 37°26'48""--N 37°26'38"")",-122.241466,37.44399902,-122.238768,37.44669698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zc384zz6596,sc1049_m511_os_0002,,Contour Map of Woodside Country Club.  F.S. Isaacs.,Rolled oversize,M511 os,,34 x 48 in.,1 hand drawn,Oversize; Hand drawn.,,,,1927,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/zc384zz6596,yes,"Isaacs, F.S.",jkd/9/3/2015,,personal,naf,http://id.loc.gov/authorities/names/no2015117917,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,"Woodside Country Club (Woodside, Calif.)",jkd/9/3/2015,,corporate,naf,http://id.loc.gov/authorities/names/no2015118343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,Woodside (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81116235,"(W 122°14'29""--W 122°14'19""/N 37°26'48""--N 37°26'38"")",-122.241466,37.44399902,-122.238768,37.44669698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr235nm4054,sc1049_m511_os_0003,,Contour Map of Woodside Country Club.  F.S. Isaacs.,Rolled oversize,M511 os,,34 x 48 in.,1 negative,Oversize; Photostat negative.,,,,1927,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/pr235nm4054,yes,"Isaacs, F.S.",jkd/9/3/2015,,personal,naf,http://id.loc.gov/authorities/names/no2015117917,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,"Woodside Country Club (Woodside, Calif.)",jkd/9/3/2015,,corporate,naf,http://id.loc.gov/authorities/names/no2015118343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,Woodside (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81116235,"(W 122°14'29""--W 122°14'19""/N 37°26'48""--N 37°26'38"")",-122.241466,37.44399902,-122.238768,37.44669698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mx591qz8762,sc1049_m512_os,,"Woodside Country Club, Approximate Area to be Watered.  American Golf Course Construction Company.",Rolled oversize,M512 os,,30 x 47 in.,"1 hand drawn, 1 negative",Oversize; Hand drawn / Photostat negative,,,,1930,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/mx591qz8762,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,Woodside (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81116235,"(W 122°14'29""--W 122°14'19""/N 37°26'48""--N 37°26'38"")",-122.241466,37.44399902,-122.238768,37.44669698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gb487ty9362,sc1049_m519,,Palo Alto and Vicinity.  Compiled from Official Records of San Mateo and Santa Clara Counties.  Published by Palo Alto Chamber of Commerce.  C.E. Hunt.,Box D2,M519,,17 x 28 in.,printed ,Printed map with street guide,,,,1965,,approximate,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/gb487ty9362,yes,"Hunt, C. E. (Cartographer)",ig 04/24/2015,http://www.worldcat.org/title/map-of-palo-alto-and-vicinity-compiled-from-official-records-of-san-mateo-and-santa-clara-counties/oclc/222992181&referer=brief_results,personal,naf,http://id.loc.gov/authorities/names/no2015054882,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,"Chamber of Commerce (Palo Alto, Calif.)",,,corporate,naf,http://id.loc.gov/authorities/names/n82076190.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,Palo Alto (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81019888,"(W 122°10'38""--W 122°07'23""/N 37°27'15""--N 37°24'24"")",-122.177413,37.406803,-122.123171,37.454413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tv260nj4578,sc1049_m520,,"Map of the Southern Portion of the San Francisco Peninsula.  Map includes elevations, creeks, towns, highways and railway lines.  J.P. Mitchell.",Box D2,M520,,19 1/2 x 19 in.,printed,,,,,1909,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/tv260nj4578,yes,"Mitchell, J. P., active 1909",ig 04/24/2015,http://archives.pahistory.org/cdm4/results.php?CISOOP1=any&CISOFIELD1=CISOSEARCHALL&CISOROOT=/PAHA&CISOBOX1=Mitchell,personal,naf,http://id.loc.gov/authorities/names/no2015054855,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,San Francisco Peninsula (Calif.),,lcsh,http://id.loc.gov/authorities/subjects/sh85117098,"(W 122°31'30""--W 121°59'00""/N 37°48'41""--N 37°13'46"")",-122.525153,37.229521,-121.983524,37.811608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xh568cr9702,sc1049_m521,,"Map of Watervliet Township, New York [birthplace of Leland Stanford, Sr.].  Enlargement of Map #31, New Topographical Atlas of Albany and Schenectady Counties, 1866.  Unsigned.",Box C2,M521,,14 1/2 x 14 1/2 in.,photoreproduction of printed map,,,,,1866,,approximate,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/xh568cr9702,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanford, Leland, 1824-1893",,,personal,naf,http://id.loc.gov/authorities/names/n80107311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,Watervliet (N.Y. :Town), ,local,,"(W 73°43'11""--W 73°41'47""/N 42°44'20""--N 42°42'21"")",-73.719804,42.70607,-73.696459,42.739137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fn851zf9475,sc1049_m522,,"Thomas Bros. map of Palo Alto and vicinity including Redwood City, Atherton, Menlo Park, Los Altos, and Mountain View.",Map case,M522,,31 x 24 in.,,On verso:  Map of San Jose and Map of Sunnyvale and vicinity.,,,,1930,,approximate,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/fn851zf9475,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Brothers,,,corporate,naf,http://id.loc.gov/authorities/names/n80036596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,Santa Clara County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n79089118,"(W 122°14'29""--W 122°00'15""/N 37°31'01""--N 37°21'15"")",-122.241615,37.354423,-122.004381,37.517071,,,,Palo Alto (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81019888,San Jose (Calif.),,lcsh,http://id.loc.gov/authorities/names/n79102890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd174sy2798,sc1049_m523,,Map showing Palo Alto and vicinity.  The University Realty Co.,Box D2,M523,,18 1/2 x 20 in.,hand drawn and colored,"Primarily campus area and adjacent residential areas laid out in circle, with oval as the center.",Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1910,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/pd174sy2798,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,University Realty Co.,"rjr, 5/4/2015", ,corporate,naf,http://id.loc.gov/authorities/names/no2015059388,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Campus--Maps,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,Palo Alto (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81019888,"(W 122°12'08""--W 122°05'12""/N 37°27'56""--N 37°17'07"")",-122.202476,37.285346,-122.086779,37.465586,Stanford (Calif.),lcsh,http://id.loc.gov/authorities/names/n50046557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zz823hf1475,sc1049_m525,,"Palo Alto quadrangle, California:  Topographic sheet.  U.S. Geological Survey, R.B. Marshall, topographer.",Box D2,M525,,24 x 19 in.,reprint (1979) of original 1899 map,Scale:  1 / 62500.  (15 minute).; Reprint (1979) of original 1899 map.; Copy 3 in mylar,,,,1899,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/zz823hf1475,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall, R. B. (Robert Bradford), 1867-1949",,,personal,naf,http://id.loc.gov/authorities/names/n85149870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,Santa Clara County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n79089118,"(W 122°12'08""--W 122°05'12""/N 37°27'56""--N 37°17'07"")",-122.202476,37.285346,-122.086779,37.465586,,,,Palo Alto (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81019888,Redwood City (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81101026,Saratoga (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81108745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gf358rt5458,sc1049_m528,,"Birdseye view of Menlo Park and vicinity showing tracts of Stanford Park, Baywood Field, Ringwood Park",Box D2,M528,1 sheet,20 x 20 in.,blueline copy; original print,Copy 1 is a blue-line copy of bird’s eye map only; copy 2 and 3 are original real estate brochures with bird’s eye on one side and plot map on reverse (from SC027),,,,1900,,approximate,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/gf358rt5458,yes,Hoag & Lansdale,hkt / 5/7/2015,moved from subject name to creator,corporate,naf,http://id.loc.gov/authorities/names/no2015061389,Surveyor,marcrelator,http://id.loc.gov/vocabulary/relators/srv,,,,,,,,,,,,,,,,,,,,https://www.google.com/search?tbo=p&tbm=bks&q=inauthor:%22Hoag+%26+Lansdale%22&gws_rd=ssl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous Stanford University Maps (mostly non-campus),,,,,,,,,,,,,,,,,Menlo Park (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81024722,"(W 122°13'43""--W 122°07'15""/N 37°30'26""--N 37°25'06"")",-122.228677,37.418539,-122.121062,37.507323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
